STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Beke utca,XIII,40,1,453.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Bessenyei utca 16.,XIII,66,3,680.0,5.0,4.0,12,7.0,1.0,9.0,1.0,1,4.0,118.0,0,south,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Izabella utca 85.,VI,80,3,873.0,5.0,4.0,,0.0,1.0,4.0,2.0,1,4.0,121.0,0,south-west,court,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Molnar Jozsef utca,XIX,49,2,393.0,5.0,3.0,,0.0,0.0,2.0,1.0,0,2.0,39.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Oktober 6. utca,V,89,2,1269.0,5.0,3.0,,1.0,1.0,4.0,,1,4.0,151.0,0,,street,0.0,,,1.0,,,,
 Andrassy ut,VI,104,4,1057.0,5.0,,,0.5,,3.0,,1,3.0,54.0,0,,,0.0,,,1.0,,,0,
 Szinyei Merse Pal utca,VI,12,1,196.0,5.0,4.0,,,,,,0,4.0,0.0,0,,street,0.0,,0.0,1.0,,not allowed,,
 Maros utca,XII,27,1,362.0,4.0,3.0,,0.0,,,2.0,0,4.0,60.0,0,,garden,0.0,,,1.0,,,0,
 Ipar utca,IX,40,1,393.0,4.0,3.0,,1.0,1.0,5.0,2.0,0,4.0,45.0,0,,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kanizsai utca,XI,28,1,302.0,4.0,3.0,,0.0,,,2.0,0,4.0,45.0,0,,garden,0.0,,,1.0,1.0,,,
 Garay utca,VII,24,1,359.0,5.0,3.0,,0.0,1.0,8.0,1.0,0,4.0,0.0,1,east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szerdahelyi utca 1.,VIII,34,1,302.0,4.0,3.0,,2.0,0.0,2.0,2.0,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,not allowed,0,
 Pipiske utca,XII,55,2,544.0,4.0,3.0,,1.0,0.0,,1.0,0,4.0,0.0,0,,panoramic,20.0,,0.0,0.0,0.0,not allowed,1,
 Belso-Terezvaros,VI,65,2,1574.0,5.0,,,3.0,1.0,,2.0,0,,0.0,0,west,street,4.0,,0.0,,,,,
 Holdvilag utca,XI,40,1,242.0,4.0,3.0,,0.5,0.0,4.0,2.0,1,4.0,0.0,0,,garden,0.0,0.0,0.0,1.0,1.0,not allowed,1,
 Liszt Ferenc ut,XXII,85,3,649.0,5.0,3.0,,1.0,,2.0,,1,3.0,91.0,0,south-west,garden,0.0,0.0,,1.0,0.0,not allowed,1,
 Hajos utca,VI,44,1,498.0,5.0,3.0,,2.0,1.0,4.0,2.0,1,4.0,60.0,0,,court,0.0,0.0,0.0,1.0,0.0,,0,
 Kalvin ter,IX,50,1,408.0,5.0,3.0,15,1.0,0.0,3.0,2.0,1,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Rottenbiller utca,VII,46,1,513.0,5.0,3.0,,2.0,1.0,5.0,,0,,45.0,0,,court,0.0,,,1.0,,not allowed,0,
 Karikas Frigyes utca,XIII,55,2,362.0,4.0,3.0,,7.0,1.0,10.0,,1,4.0,0.0,0,,panoramic,0.0,,,1.0,,,,
 Mor utca,XIII,52,1,559.0,6.0,,,1.0,1.0,6.0,1.0,1,4.0,36.0,0,,court,7.0,,0.0,1.0,,not allowed,0,
 Jozsefvaros  Palotanegyed,VIII,70,3,483.0,5.0,3.0,,2.0,1.0,4.0,2.0,1,1.0,91.0,0,west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Oktogon,VI,70,1,257.0,5.0,5.0,19,1.0,1.0,4.0,2.0,0,4.0,60.0,1,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Andrassy ut,VI,60,2,816.0,5.0,3.0,,4.0,1.0,6.0,1.0,1,4.0,0.0,0,,garden,6.0,0.0,,1.0,0.0,not allowed,1,
 Emod utca 25.,III,120,3,1507.0,6.0,5.0,19,,0.0,2.0,,1,2.0,0.0,0,,garden,0.0,1.0,0.0,1.0,0.0,not allowed,,
 Andrassy ut,VI,90,2,936.0,5.0,3.0,,0.5,,6.0,,1,4.0,0.0,0,,garden,0.0,0.0,,1.0,0.0,not allowed,1,
 Belso-Erzsebetvaros,VII,90,2,906.0,4.0,4.0,,4.0,1.0,6.0,2.0,1,1.0,0.0,0,east,panoramic,2.0,0.0,,0.0,1.0,,,
 Kissvabhegy,XII,58,2,634.0,5.0,3.0,,3.0,1.0,3.0,,0,4.0,0.0,0,,garden,0.0,0.0,,1.0,0.0,not allowed,0,
 Kulso-Terezvaros,VI,42,2,513.0,5.0,3.0,,1.0,,3.0,2.0,0,4.0,60.0,0,,court,0.0,0.0,,1.0,0.0,not allowed,,
 Podmaniczky utca 1.,VI,41,1,634.0,5.0,3.0,,2.0,0.0,4.0,2.0,1,4.0,91.0,0,north-east,street,2.0,0.0,0.0,1.0,0.0,not allowed,0,
 Gellerthegy,I,160,4,1178.0,5.0,3.0,,1.0,0.0,2.0,1.0,0,1.0,0.0,0,,panoramic,30.0,1.0,,1.0,,,0,
 Vaci ut,XIII,100,2,785.0,5.0,3.0,,2.0,0.0,3.0,2.0,0,3.0,181.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Pozsonyi ut,XIII,89,2,785.0,5.0,3.0,,2.0,1.0,5.0,2.0,0,2.0,0.0,0,east,street,0.0,0.0,,1.0,0.0,not allowed,0,
 Belvaros,V,31,1,483.0,5.0,3.0,,4.0,1.0,7.0,2.0,1,4.0,0.0,1,south-east,panoramic,4.0,0.0,,1.0,0.0,not allowed,0,
 Falk Miksa utca,V,85,3,604.0,2.0,3.0,,6.0,1.0,6.0,2.0,0,1.0,0.0,0,,street,0.0,0.0,,0.0,,not allowed,0,
 Tatai utca,XIII,75,1,725.0,6.0,3.0,,4.0,1.0,5.0,1.0,0,2.0,0.0,0,east,court,12.0,0.0,,1.0,0.0,not allowed,1,
 Gubacsi ut 19.,IX,30,1,317.0,5.0,3.0,,2.0,,3.0,1.0,0,1.0,76.0,0,,,0.0,,,,,,0,
 Nemetvolgy,XII,88,2,695.0,5.0,4.0,,0.5,1.0,5.0,1.0,1,3.0,0.0,0,south-west,street,0.0,0.0,,1.0,,not allowed,0,
 Kerepesi ut,XIV,40,1,453.0,5.0,3.0,,2.0,1.0,4.0,,0,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,,not allowed,1,
 Veres Palne utca 10.,V,45,2,544.0,5.0,3.0,,3.0,1.0,5.0,2.0,0,3.0,91.0,0,south,court,5.0,0.0,0.0,1.0,,not allowed,0,
 Vagohid utca 5.,IX,63,2,1057.0,6.0,5.0,18,6.0,1.0,9.0,1.0,1,4.0,91.0,0,north-east,panoramic,10.0,0.0,0.0,1.0,0.0,not allowed,1,
 Damjanich utca,VII,82,2,740.0,5.0,4.0,17,1.0,1.0,4.0,2.0,0,4.0,106.0,0,west,court,2.0,0.0,0.0,1.0,0.0,not allowed,1,
 Frangepan koz,XIII,58,2,544.0,5.0,3.0,,3.0,1.0,4.0,1.0,1,4.0,106.0,0,south-west,street,3.0,1.0,0.0,1.0,1.0,not allowed,0,
 Kabar utca 3.,III,50,2,423.0,5.0,3.0,,8.0,1.0,10.0,1.0,0,2.0,0.0,0,,,0.0,0.0,,,1.0,,1,1.0
 Frangepan utca 84a,XIII,49,2,423.0,5.0,,,1.0,1.0,4.0,,1,3.0,0.0,0,,street,1.0,,0.0,0.0,0.0,not allowed,0,
 Tulipan utca 10.,II,120,3,1420.0,5.0,3.0,14,0.0,0.0,3.0,1.0,1,1.0,91.0,0,south,panoramic,24.0,,0.0,1.0,1.0,not allowed,0,
 Karacsony Sandor utca 7-11,VIII,58,1,649.0,5.0,,,2.0,1.0,4.0,1.0,0,,0.0,0,,,4.0,,,1.0,0.0,not allowed,1,
 Biro utca 7.,XII,60,2,601.0,4.0,3.0,,2.0,1.0,3.0,,1,4.0,81.0,0,,,0.0,,,1.0,0.0,not allowed,0,
 Vasvari Pal utca 6.,VI,61,2,664.0,5.0,3.0,,3.0,0.0,3.0,2.0,1,2.0,97.0,0,north-east,court,0.0,0.0,0.0,1.0,,not allowed,0,
 Kopaszi gat,XI,51,2,695.0,6.0,5.0,,6.0,1.0,6.0,,0,2.0,0.0,0,,street,10.0,,0.0,,,allowed,0,
 Balassi Balint utca 7.,V,22,1,450.0,5.0,,,2.0,1.0,5.0,,1,4.0,45.0,0,,,0.0,,,1.0,0.0,not allowed,0,
 Viza utca 7/B,XIII,35,1,453.0,5.0,3.0,12,8.0,1.0,9.0,1.0,1,4.0,76.0,1,south-east,panoramic,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Ujpesti rakpart 8.,XIII,65,3,831.0,5.0,5.0,,1.0,1.0,5.0,2.0,1,4.0,0.0,0,south-west,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Vaci utca 12.,V,115,4,2114.0,5.0,4.0,,3.0,1.0,5.0,2.0,1,4.0,0.0,0,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,,
 Krisztinavaros  Varalja,I,74,2,755.0,5.0,3.0,,3.0,1.0,6.0,1.0,0,3.0,0.0,0,west,panoramic,2.0,0.0,,1.0,0.0,not allowed,0,
 Muranyi utca,VII,70,2,601.0,5.0,,,2.0,,4.0,2.0,1,4.0,60.0,0,,street,0.0,,0.0,1.0,1.0,,,
 Felso Zoldmali ut,II,40,1,420.0,,,,,,,,0,,0.0,0,,,6.0,,,,,,,
 Bank ban utca,XI,34,1,362.0,3.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,76.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Bajcsy-Zsilinszky ut,VI,48,2,453.0,5.0,3.0,,3.0,1.0,4.0,2.0,1,4.0,91.0,0,,court,0.0,,0.0,1.0,0.0,not allowed,,
 Lonyay utca,IX,39,1,498.0,5.0,5.0,,0.5,,3.0,2.0,1,4.0,91.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,,
 Erkel utca,IX,100,4,1208.0,6.0,4.0,,4.0,1.0,4.0,,1,4.0,121.0,1,,panoramic,25.0,0.0,1.0,1.0,0.0,not allowed,0,
 Orszagbiro utca 44-46,XIII,38,1,559.0,,,,,,,,0,,80.0,0,,,3.0,,,,,,,
 Dohany utca,VII,58,1,513.0,4.0,4.0,,2.0,1.0,3.0,2.0,0,4.0,0.0,0,,street,0.0,,0.0,1.0,,,0,
 Orszagbiro utca 63/B.,XIII,38,1,362.0,4.0,3.0,11,1.0,0.0,2.0,1.0,0,4.0,0.0,0,south,court,0.0,1.0,0.0,1.0,0.0,not allowed,0,
 Saletrom utca,VIII,36,1,387.0,5.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,66.0,0,north-west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Izabella utca,VI,87,2,846.0,5.0,,,3.0,0.0,5.0,2.0,0,4.0,121.0,0,,street,0.0,,0.0,1.0,,,,
 Kiraly utca 58.,VI,62,2,695.0,6.0,,,3.0,0.0,3.0,,1,4.0,60.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Cserto utca,XIV,46,1,483.0,5.0,,,10.0,,,,0,2.0,121.0,0,,,0.0,,,,,not allowed,,1.0
 Aradi utca,IV,57,2,453.0,5.0,3.0,,2.0,0.0,4.0,1.0,0,4.0,66.0,0,west,street,8.0,0.0,0.0,1.0,0.0,not allowed,1,
 Dob utca,VII,30,1,453.0,5.0,,,2.0,,3.0,,0,4.0,0.0,0,,court,0.0,0.0,,1.0,0.0,not allowed,0,
 Harsfa utca,VII,38,1,272.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Klauzal ter,VII,80,2,544.0,5.0,3.0,,2.0,0.0,4.0,2.0,1,4.0,121.0,0,,street,0.0,,0.0,1.0,,not allowed,0,
 Frankhegy utca,XI,45,1,483.0,5.0,3.0,,8.0,1.0,10.0,,0,4.0,85.0,0,,panoramic,2.0,,0.0,1.0,,not allowed,1,
 Damjanich utca 58.,VII,104,2,544.0,4.0,3.0,,1.0,1.0,6.0,2.0,0,3.0,154.0,1,,court,6.0,0.0,0.0,1.0,1.0,not allowed,1,
 Anker koz,VI,25,1,362.0,4.0,3.0,,2.0,1.0,5.0,2.0,0,3.0,76.0,1,,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Terez korut 8.,VI,35,1,362.0,5.0,3.0,19,0.0,1.0,3.0,,1,4.0,45.0,0,north-west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vas utca 5.,VIII,38,1,362.0,5.0,3.0,,0.0,,,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,0,
 Oktober 6. utca,V,67,3,900.0,5.0,3.0,,3.0,0.0,3.0,2.0,1,2.0,76.0,0,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Prater utca,VIII,47,1,498.0,,,,,,,,0,,0.0,0,,,6.0,,,,,,,
 Safrany utca,XI,45,2,453.0,5.0,,,8.0,1.0,10.0,,1,4.0,0.0,0,east,,0.0,,0.0,1.0,1.0,not allowed,1,1.0
 Karolina ut 10.,XI,35,1,453.0,4.0,3.0,18,2.0,1.0,5.0,1.0,1,4.0,0.0,1,,panoramic,1.0,1.0,0.0,1.0,1.0,,1,
 Kerepesi ut 92.,XIV,49,2,483.0,,,,,,,,0,,91.0,0,,,3.0,,,,,,,
 Thokoly ut,XIV,51,2,453.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Tisza utca,XIII,27,1,347.0,5.0,,,1.0,,4.0,2.0,0,2.0,60.0,0,south,street,0.0,,0.0,1.0,0.0,not allowed,,
 Ajtosi Durer sor,XIV,58,2,559.0,5.0,,,0.5,0.0,4.0,2.0,0,2.0,69.0,0,,street,3.0,,0.0,1.0,0.0,,0,
 Tuzolto utca 71-75,IX,46,2,423.0,,,,,,,,0,,106.0,0,,,1.0,,,,,,,
 Baber utca,XIII,35,1,287.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Wesselenyi utca 13.,VII,44,1,498.0,5.0,,,4.0,1.0,,2.0,1,4.0,0.0,0,,,0.0,,,1.0,,not allowed,,
 Kiscelli utca,III,65,3,498.0,,,,,,,,0,,121.0,0,,,5.0,,,,,,,
 Kiss Janos altabornagy utca,XII,68,2,604.0,4.0,3.0,,2.0,0.0,3.0,1.0,0,4.0,106.0,0,east,panoramic,2.0,0.0,0.0,1.0,0.0,not allowed,0,
 Csillagszem utca 7.,III,81,3,755.0,5.0,4.0,13,0.0,0.0,3.0,1.0,1,1.0,151.0,1,north-west,garden,24.0,1.0,0.0,1.0,,not allowed,1,
 Ferihegyi ut 103.,XVII,60,2,423.0,5.0,4.0,16,2.0,0.0,4.0,,1,4.0,121.0,0,south-east,street,2.0,0.0,0.0,1.0,0.0,allowed,1,0.0
 Garay ter 20.,VII,30,1,359.0,5.0,3.0,19,2.0,1.0,4.0,2.0,1,4.0,76.0,1,south-west,street,0.0,0.0,0.0,1.0,1.0,allowed,0,
 Ady Endre ut 25.,XXI,35,1,362.0,5.0,3.0,,4.0,1.0,10.0,1.0,1,4.0,63.0,1,south,panoramic,4.0,0.0,0.0,,0.0,not allowed,1,0.0
 Desi Huber utca,IX,54,2,393.0,4.0,3.0,,5.0,1.0,8.0,1.0,0,,91.0,1,north-east,panoramic,2.0,0.0,,1.0,0.0,not allowed,0,
 Fogarasi ut 45.,XIV,41,1,423.0,4.0,3.0,,3.0,1.0,8.0,1.0,0,3.0,45.0,0,,,5.0,,0.0,1.0,,not allowed,1,
 Podmaniczky utca 27.,VI,40,2,393.0,4.0,3.0,,0.0,1.0,4.0,,0,4.0,0.0,1,,court,0.0,,0.0,1.0,0.0,,0,
 Veres Palne utca 14.,V,163,5,1480.0,5.0,2.0,,3.0,1.0,4.0,2.0,1,1.0,0.0,0,south-west,street,0.0,0.0,0.0,1.0,,not allowed,0,
 Akacfa utca,VII,38,1,378.0,5.0,,,0.0,,4.0,,0,4.0,45.0,0,,court,0.0,,,1.0,0.0,,,
 Vaskapu utca,IX,35,1,483.0,,,16,3.0,1.0,10.0,2.0,0,4.0,0.0,0,,street,7.0,0.0,0.0,,,,,
 Vaskapu utca,IX,45,2,604.0,,,,4.0,1.0,10.0,2.0,0,4.0,0.0,0,,street,13.0,0.0,0.0,,,,,
 Pannonia Haz,XIII,53,2,604.0,6.0,,,3.0,1.0,5.0,2.0,1,1.0,0.0,1,north,,5.0,,,,,,0,
 Pasaret,II,52,2,664.0,5.0,5.0,,2.0,1.0,,,1,1.0,0.0,1,south-west,garden,5.0,0.0,,1.0,0.0,not allowed,0,
 Ferenc ter,IX,57,2,559.0,5.0,3.0,,6.0,1.0,7.0,1.0,1,4.0,0.0,1,,garden,4.0,,0.0,1.0,0.0,not allowed,0,
 Ov utca 133.,XIV,41,2,477.0,5.0,3.0,15,4.0,1.0,8.0,1.0,0,1.0,60.0,1,south-east,street,5.0,1.0,0.0,1.0,1.0,,0,
 Zichy Jeno utca,VI,75,2,812.0,5.0,3.0,,2.0,0.0,4.0,,0,4.0,60.0,0,,street,0.0,,,1.0,0.0,,,
 Liliom utca,IX,40,1,513.0,5.0,3.0,,1.0,1.0,4.0,1.0,1,4.0,0.0,1,,street,0.0,,,1.0,0.0,not allowed,0,
 Illes utca,VIII,37,1,390.0,6.0,,,3.0,1.0,5.0,,0,3.0,24.0,0,,street,0.0,,,1.0,0.0,,,
 Almassy ter,VII,53,2,359.0,5.0,,,2.0,,3.0,,0,4.0,76.0,0,,court,0.0,,,,0.0,,,
 Aliz utca,XI,33,2,513.0,6.0,,,7.0,1.0,10.0,,1,4.0,0.0,0,,,10.0,,,1.0,0.0,not allowed,,
 Szent Istvan korut 24.,XIII,32,1,453.0,5.0,3.0,,3.0,1.0,5.0,2.0,1,4.0,0.0,0,east,court,0.0,,,1.0,0.0,not allowed,,
 Kiraly utca 8-10,VI,31,1,468.0,6.0,5.0,17,4.0,1.0,7.0,,1,4.0,45.0,1,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Nagymezo utca 41.,VI,43,1,483.0,5.0,3.0,,1.0,0.0,4.0,2.0,0,,0.0,0,,street,0.0,,,1.0,,,0,
 Baber utca 13.,XIII,43,2,574.0,5.0,3.0,,1.0,1.0,9.0,1.0,1,4.0,76.0,0,,street,5.0,0.0,0.0,1.0,,,0,
 Kun utca,VIII,45,1,483.0,6.0,3.0,,4.0,1.0,7.0,1.0,1,4.0,121.0,0,,court,6.0,0.0,0.0,1.0,1.0,,0,
 Moricz Zsigmond korter,XI,85,3,752.0,5.0,3.0,,6.0,1.0,6.0,2.0,1,2.0,0.0,0,south-west,street,3.0,,0.0,,0.0,not allowed,,
 Jozsefvaros  Corvinnegyed,VIII,50,2,453.0,5.0,3.0,15,1.0,1.0,7.0,1.0,0,2.0,88.0,1,east,,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Bimbo ut,II,156,4,2644.0,5.0,5.0,12,2.0,1.0,3.0,2.0,1,4.0,151.0,0,south,panoramic,14.0,0.0,0.0,1.0,1.0,,1,
 Falk Miksa utca,V,84,2,952.0,5.0,3.0,,5.0,1.0,,2.0,1,3.0,97.0,0,,street,0.0,,,1.0,0.0,not allowed,0,
 Belgrad rakpart,V,82,3,1178.0,5.0,3.0,,1.0,1.0,,2.0,0,2.0,60.0,0,,street,0.0,,,1.0,0.0,not allowed,,
 Terez korut,VI,58,2,601.0,5.0,,,2.0,1.0,,,0,4.0,0.0,0,,,0.0,,,1.0,,not allowed,,
 Kende utca,XI,86,3,846.0,4.0,3.0,,1.0,1.0,5.0,1.0,0,2.0,121.0,0,,street,6.0,,0.0,1.0,,not allowed,0,
 Ferenc korut,IX,95,2,498.0,5.0,,,3.0,0.0,3.0,,0,4.0,60.0,0,,street,0.0,,,1.0,0.0,,,
 Szent Istvan korut,V,72,2,695.0,4.0,3.0,,3.0,1.0,5.0,,0,4.0,76.0,0,south-west,street,2.0,0.0,0.0,1.0,0.0,not allowed,0,
 Pap Karoly utca 20.,XIII,45,2,513.0,5.0,3.0,,5.0,1.0,7.0,1.0,0,4.0,91.0,0,south-east,street,6.0,0.0,0.0,1.0,0.0,not allowed,0,
 Dandar utca,IX,48,2,589.0,6.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,121.0,0,,court,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Dob utca,VII,48,2,498.0,6.0,3.0,,2.0,1.0,5.0,1.0,1,1.0,0.0,1,,court,18.0,0.0,0.0,1.0,0.0,not allowed,0,
 Erzsebet korut 37.,VII,44,2,529.0,4.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,0.0,0,south,court,0.0,,0.0,1.0,1.0,,,
 Huba utca,XIII,44,2,453.0,5.0,3.0,,1.0,1.0,4.0,1.0,0,4.0,69.0,0,south,street,3.0,,0.0,1.0,0.0,,1,
 Tarogato ut,II,54,2,498.0,5.0,3.0,,1.0,0.0,3.0,,0,4.0,91.0,0,,garden,3.0,,,1.0,,,,
 Herminamezo,XIV,50,1,483.0,6.0,3.0,,7.0,1.0,7.0,,1,4.0,60.0,0,south,panoramic,3.0,,,1.0,0.0,not allowed,0,
 Gyongyosi utca,XIII,56,1,438.0,5.0,3.0,,3.0,1.0,8.0,,0,4.0,15.0,0,,street,4.0,,,1.0,0.0,,,
 Brody Sandor utca,VIII,41,2,438.0,5.0,3.0,,3.0,1.0,4.0,,0,1.0,45.0,0,,court,0.0,,,1.0,0.0,,0,
 Berkocsis utca 12-14,VIII,85,2,601.0,5.0,3.0,,1.0,0.0,2.0,2.0,1,1.0,0.0,0,,street,2.0,0.0,0.0,1.0,,,0,
 Baross ter,VII,45,1,513.0,5.0,3.0,17,2.0,,3.0,2.0,1,4.0,45.0,0,,street,0.0,0.0,0.0,1.0,,,,
 Rumbach Sebestyen utca,VII,40,1,393.0,4.0,,,6.0,1.0,6.0,,0,3.0,0.0,0,,panoramic,2.0,,,1.0,,,0,
 Sobieski Janos utca,IX,50,2,438.0,5.0,3.0,,3.0,0.0,3.0,,1,4.0,0.0,0,,court,0.0,,0.0,1.0,1.0,not allowed,,
 Ov utca 133.,XIV,42,2,471.0,5.0,3.0,15,2.0,1.0,7.0,1.0,0,1.0,0.0,0,south-east,street,5.0,0.0,0.0,,1.0,allowed,1,
 Andrassy ut,VI,85,3,1208.0,5.0,4.0,,4.0,1.0,4.0,,1,4.0,0.0,0,,court,0.0,,0.0,1.0,1.0,not allowed,0,
 Punkosdfurdo utca 38.,III,42,2,468.0,5.0,3.0,,10.0,1.0,10.0,1.0,1,4.0,76.0,0,,panoramic,9.0,0.0,0.0,1.0,,not allowed,1,
 Petnehazy utca 70.,XIII,49,2,453.0,5.0,3.0,,3.0,1.0,,1.0,1,4.0,112.0,0,,court,2.0,0.0,0.0,1.0,0.0,not allowed,0,
 Matray utca,I,57,2,846.0,5.0,,,1.0,0.0,3.0,,0,4.0,0.0,0,,court,2.0,,0.0,1.0,0.0,allowed,0,
 Kiraly utca,VI,33,1,483.0,6.0,5.0,17,1.0,1.0,6.0,,1,4.0,45.0,0,,garden,3.0,,,1.0,0.0,not allowed,,
 Pillango utca,XIV,50,2,408.0,4.0,3.0,,10.0,1.0,10.0,,1,4.0,0.0,0,,panoramic,4.0,,0.0,1.0,0.0,not allowed,1,
 Thoman Istvan utca,XII,47,2,453.0,5.0,3.0,,1.0,0.0,2.0,1.0,0,4.0,0.0,0,south-west,street,2.0,0.0,,1.0,,not allowed,1,
 Tomo utca,VIII,38,1,453.0,5.0,3.0,,10.0,1.0,,,1,4.0,24.0,0,,street,0.0,,,1.0,,,,
 Vig utca,VIII,33,1,476.0,5.0,3.0,,2.0,,,,1,4.0,30.0,0,west,court,8.0,,,1.0,0.0,not allowed,,
 Godolloi utca,XIV,52,2,453.0,5.0,3.0,,0.0,0.0,2.0,1.0,0,4.0,60.0,0,south-west,garden,6.0,1.0,0.0,0.0,0.0,not allowed,0,
 Veres Palne utca,V,70,3,483.0,4.0,3.0,,2.0,1.0,4.0,2.0,1,4.0,106.0,0,,,2.0,,,1.0,0.0,not allowed,0,
 Dohany utca,VII,50,1,393.0,5.0,3.0,12,0.0,1.0,3.0,2.0,0,4.0,24.0,0,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Molnar utca,V,44,1,393.0,5.0,3.0,,0.0,,,,0,4.0,91.0,0,,court,0.0,,,1.0,0.0,not allowed,0,
 Vorosmarty utca,VII,35,1,483.0,5.0,3.0,,2.0,0.0,3.0,,0,4.0,18.0,0,south-west,court,0.0,,,1.0,0.0,not allowed,,
 Bartok Bela ut,XI,50,2,513.0,5.0,3.0,,1.0,,4.0,,0,4.0,45.0,0,,court,0.0,,,1.0,0.0,,0,
 Bercsenyi utca 10.,XI,96,3,785.0,5.0,4.0,17,3.0,1.0,6.0,2.0,0,4.0,91.0,0,west,garden,6.0,0.0,0.0,1.0,0.0,allowed,0,
 Fogarasi ut,XIV,51,2,483.0,5.0,3.0,,4.0,0.0,4.0,1.0,0,3.0,30.0,0,north-west,panoramic,0.0,0.0,,,0.0,not allowed,1,
 Radnoti Miklos utca,XIII,41,1,453.0,5.0,3.0,,6.0,1.0,,2.0,0,4.0,60.0,0,,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Marina setany,XIII,50,2,664.0,6.0,3.0,18,8.0,1.0,9.0,1.0,1,4.0,0.0,0,,panoramic,6.0,,0.0,1.0,0.0,not allowed,,
 Bem Jozsef utca,II,77,2,529.0,4.0,3.0,,1.0,1.0,4.0,2.0,0,3.0,151.0,0,,court,2.0,0.0,,1.0,,allowed,0,
 Terez korut,VI,60,2,1208.0,5.0,5.0,12,2.0,1.0,3.0,,1,3.0,0.0,0,,street,0.0,,0.0,1.0,,not allowed,,
 Kisfaludy utca,VIII,58,3,453.0,6.0,,,,,6.0,1.0,1,,0.0,0,,,0.0,,,1.0,0.0,not allowed,0,
 Drava utca,XIII,29,1,359.0,5.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,0.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Irinyi Jozsef utca,XI,90,3,589.0,5.0,3.0,,3.0,,7.0,,0,1.0,76.0,0,,street,8.0,,,1.0,0.0,,0,
 Tompa utca,IX,64,2,574.0,5.0,3.0,,1.0,0.0,4.0,,0,4.0,15.0,0,,garden,0.0,,,1.0,1.0,,0,
 Honved utca,V,77,3,574.0,5.0,3.0,,4.0,1.0,5.0,,0,1.0,76.0,0,,street,0.0,,,1.0,0.0,,0,
 Vaci ut,XIII,30,1,393.0,,,,,,,,0,,76.0,0,,,0.0,,,,,,,
 Fehervari ut 75.,XI,33,1,393.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Nyar utca,VII,35,1,604.0,4.0,3.0,,,,,,0,4.0,0.0,0,,,0.0,,0.0,,0.0,not allowed,0,
 Barat utca,VII,55,2,649.0,4.0,3.0,13,3.0,0.0,3.0,2.0,1,4.0,0.0,0,south,street,4.0,0.0,0.0,1.0,1.0,not allowed,0,
 Csalogany utca 6.-10.,I,38,1,362.0,,,,,,,,0,,56.0,0,,,2.0,,,,,,,
 Falk Miksa utca 24.,V,33,1,544.0,5.0,,,,1.0,6.0,1.0,1,4.0,60.0,0,west,,0.0,,,1.0,0.0,not allowed,0,
